emp_no,first_name,last_name,birth_date
215379,Martina,Muntz,1955-12-02
215383,Xuejun,Kushner,1955-12-06
215402,Sanjiv,Prochazka,1955-01-02
215438,Bernd,Magalhaes,1954-08-17
215467,Xinyu,Capobianchi,1954-07-27
215471,Nechama,Dehkordi,1955-02-08
215480,Guther,Perly,1953-02-10
215482,Samphel,Peac,1952-08-14
215483,Tayeb,Schieder,1954-04-13
215499,Boriana,Cherinka,1955-03-27
215511,Jaroslava,Waterhouse,1954-02-04
215513,Sigeru,Litzkow,1954-09-01
215523,Feixiong,Emmerich,1953-08-02
215549,Mara,Georgatos,1952-02-29
215567,Gennady,Bernick,1955-06-10
215575,Tran,Hofting,1952-07-04
215576,Takushi,Anger,1953-05-11
215616,Sachar,Aloisi,1953-04-18
215620,Aiichiro,Baik,1952-07-17
215626,Murthy,Schusler,1952-07-23
215643,Nidapan,Staelin,1954-09-15
215648,Jeanna,Jahnichen,1955-10-27
215654,Zvonko,Jakobus,1952-10-21
215656,Shawna,Sankaranarayanan,1955-07-19
215664,Aleksandar,Verhoeff,1952-10-16
215680,Lokesh,Billingsley,1952-03-13
215685,Filipe,Nooteboom,1952-02-08
215693,Hidefumi,Emmart,1954-01-27
215695,Jasminko,Wendorf,1954-11-21
215696,Nigel,Iisaka,1954-12-15
215697,Tooru,Bardell,1953-02-21
215713,Radhakrishnan,Engberts,1953-09-29
215718,Weiwu,Luan,1953-06-08
215726,Khosrow,Michaels,1955-06-11
215730,Amalendu,Peek,1954-01-03
215731,Xiping,Emmerich,1954-09-15
215734,Gina,Bahi,1955-02-28
215739,Masaki,Scallan,1953-05-03
215745,Lidong,Suppi,1954-07-07
215747,Fan,Czap,1953-03-08
215776,Adas,Ashish,1954-09-30
215783,Sverrir,Prochazka,1952-07-15
215785,Zita,Tetzlaff,1952-04-16
215801,Alejandra,Underwood,1953-05-17
215829,Boaz,Jumpertz,1953-07-04
215831,Halsur,Ferriere,1955-03-12
215848,Arnd,Chenoweth,1955-02-01
215855,Fan,Snedden,1953-05-26
215871,Naraig,Lores,1954-05-21
215890,Denis,Kroon,1952-09-01
215900,Yoshimitsu,Chvatal,1953-08-14
215917,Mohua,Valette,1952-07-19
215924,Bojan,Rotem,1955-08-30
215941,Atilio,Herber,1954-06-24
215946,Josyula,Barbanera,1954-09-26
215963,Luigi,Chinen,1953-02-21
215966,Kayoko,Angot,1955-12-04
215974,Shay,Karlin,1953-02-21
215980,Dipayan,Irland,1952-05-17
215989,Kersti,Hofting,1953-12-12
216016,Zhonghui,Schwaller,1954-03-03
216020,Taiji,Gurbaxani,1955-11-07
216028,Guadalupe,Hofmeyr,1955-01-17
216032,Alain,Senzako,1955-12-13
216034,Marit,Pollacia,1954-08-11
216038,Nahla,Alameldin,1954-09-23
216047,Gil,Cooke,1953-06-17
216071,Guadalupe,Edelhoff,1954-03-18
216075,Nimmagadda,Kranzdorf,1954-07-04
216102,Baziley,Vingron,1954-10-18
216116,Yuuichi,Petersohn,1955-04-16
216127,Steve,Farrag,1952-10-24
216128,Syozo,Schneeberger,1955-04-05
216131,Paloma,Schaft,1954-11-27
216132,Hironoby,Rodiger,1953-05-11
216138,Giordano,Shanbhogue,1954-08-17
216153,Masato,Boguraev,1952-07-09
216160,Nathan,Kusakari,1952-08-31
216177,Nagui,Mattern,1955-11-08
216180,Kristin,Ranka,1954-12-18
216181,Susuma,Biran,1954-06-29
216186,Kazuhito,Schaar,1955-02-17
216191,Yuuichi,Bernick,1953-05-30
216193,Arne,Rosen,1955-07-07
216230,Adib,Kabayashi,1954-08-04
216233,Sushant,Crooks,1954-05-16
216238,Weijing,Leppanen,1955-09-17
216244,Hilari,Wursthorn,1954-07-15
216250,Jaana,Zweizig,1953-09-27
216270,Jeong,Kohling,1953-12-05
216275,Shirish,Einsfeld,1952-08-19
216284,Maris,Vigier,1955-06-25
216291,Patricia,Kuszyk,1954-01-02
216294,Keiichiro,Kalefeld,1954-01-05
216295,Kerhong,Siegrist,1954-12-06
216301,Yannis,Kilgour,1955-04-14
216318,Guozhong,Maierhofer,1953-01-29
216321,Masami,Lores,1953-07-26
216326,Pantung,Zizka,1955-05-15
216327,Morris,Heuter,1955-05-30
216348,Gro,Ernst,1955-09-02
216354,Nishit,Argence,1955-12-25
216389,Garnik,Naudin,1954-04-08
216390,Sergi,Keustermans,1955-07-31
216392,Ziyad,Baer,1952-03-31
216393,Masami,Hockney,1952-08-10
216395,Sakthirel,Ohori,1953-10-11
216397,Feixiong,Brodal,1955-08-24
216415,Gererd,Vadhan,1955-12-18
216422,Manibrata,Crooks,1953-06-28
216423,Boaz,Lorcy,1953-01-07
216443,Troy,Pero,1954-03-15
216449,Radhika,Billingsley,1955-09-15
216460,Tetsushi,Gerteisen,1955-10-31
216468,Gila,Cronan,1952-12-30
216474,Kristian,Swist,1955-12-11
216496,Holgard,Shihab,1954-11-21
216500,Angus,Eldridge,1952-03-12
216530,Jiann,Marrakchi,1954-03-14
216532,Dung,Merli,1953-12-02
216545,Sorina,Danley,1955-01-13
216549,Menkae,Raney,1955-09-28
216554,Ewing,Litzler,1955-09-17
216559,Munir,Heinisuo,1954-08-04
216578,Koichi,Plesums,1952-03-04
216580,Susuma,Facello,1954-02-02
216583,Shir,Dehkordi,1954-05-04
216599,Marsja,Pettey,1955-07-07
216602,Stamatina,Peron,1953-07-28
216615,Yechiam,Busillo,1952-06-02
216619,Ulises,Reistad,1953-09-22
216641,Florian,Ginneken,1953-03-08
216642,Kazuhiko,Mondadori,1952-10-17
216643,Luisa,Camurati,1954-09-17
216658,Bogdan,Scallan,1953-02-24
216659,Munehiko,Carrera,1954-06-24
216668,Kellie,Rodite,1952-09-27
216670,Sreenivas,Paludetto,1953-05-15
216678,Khatoun,Laurillard,1954-12-24
216683,Mayuko,Rattan,1955-09-13
216684,Sugwoo,Wendorf,1955-04-05
216703,Visit,Zolotykh,1953-04-09
216720,Xinan,Etalle,1952-05-06
216722,Leen,Sudbeck,1954-08-01
216734,Yakkov,Swist,1953-09-25
216748,Salvador,Jervis,1954-10-09
216750,Charmane,Farris,1955-08-12
216778,Yunming,Wegerle,1952-10-07
216789,Eben,Ghemri,1952-12-22
216798,Rimon,Nitsch,1952-08-20
216801,Heon,Vasanthakumar,1953-02-06
216809,Moni,Winter,1953-05-23
216813,Atreye,Lorys,1955-11-14
216854,Kirk,Reeker,1953-11-20
216860,Akeel,Monkewich,1955-07-02
216885,Fumiya,Leuchs,1953-11-26
216896,Suebskul,Pelc,1952-07-31
216904,Khosrow,Leivant,1954-03-07
216927,Susumu,Welham,1954-05-03
216934,Nagui,Krzyzanowski,1955-05-16
216947,Utz,Vernadat,1954-04-30
216959,Shimshon,Reistad,1955-10-10
216965,Badri,Birke,1952-12-07
216975,Branimir,Salverda,1954-03-09
216984,Maya,Swen,1955-05-21
216988,Abdulla,Hempstead,1955-07-29
216996,Gift,Jansen,1954-02-27
217008,Mokhtar,Makinen,1955-07-02
217024,Valdiodio,Peternell,1955-08-28
217062,Candido,Cappello,1952-08-29
217070,Aksel,Gargeya,1953-07-02
217078,Parviz,Huhdanpaa,1955-06-23
217081,Mamdouh,Buescher,1955-10-14
217099,Jolita,Cyne,1955-08-20
217105,Khedija,Soloway,1955-03-06
217106,Yuping,Cannane,1955-09-12
217109,Arra,Ossenbruggen,1952-11-25
217118,Goncalo,Seiwald,1955-12-16
217125,Tuval,Maliniak,1955-10-07
217144,Aris,Picht,1954-12-09
217156,Shaowen,Mansanne,1953-03-27
217163,Mohua,Schaap,1955-07-22
217168,Mahmut,Heystek,1955-01-14
217173,Torsten,Krichel,1953-12-02
217179,Kerhong,Khasidashvili,1952-06-02
217187,Duri,Hedayat,1954-01-10
217188,Leszek,Bach,1955-06-22
217198,Luigi,Chinen,1954-12-05
217199,Miomir,Saoudi,1955-02-25
217200,Xinyu,Hutter,1953-11-25
217265,Shimshon,Glinert,1952-07-21
217276,Billur,Schapire,1955-06-22
217283,Khosrow,Falco,1955-09-30
217299,Martins,Gill,1954-02-23
217312,Zorica,Rodham,1954-04-06
217315,Garnik,Neimat,1953-06-23
217319,Uzi,Makrucki,1953-11-02
217322,Pascal,Munro,1954-12-23
217332,Jahangir,Olivero,1952-02-18
217336,Jungsoon,Usdin,1955-01-27
217342,Paris,Perng,1952-06-01
217347,Mechthild,Perri,1952-11-11
217349,Atreyi,Zeleznik,1952-05-31
217350,Bernardo,Bauknecht,1954-11-27
217377,Zhaofang,Gecsei,1955-01-17
217385,Sadun,Smailagic,1952-09-12
217386,Uzi,Dengi,1953-03-14
217396,Soenke,Flowers,1952-02-29
217418,Nikolaos,Puppo,1955-02-21
217434,Kwun,Unno,1955-12-22
217451,Sanjoy,Giarratana,1953-09-05
217453,Goo,Ishibashi,1955-03-23
217471,Josyula,Coors,1955-11-26
217484,Subhrajyoti,Nivat,1953-08-03
217497,Karsten,Monarch,1955-02-25
217509,Saeed,Beutelspacher,1955-10-20
217523,Abdulla,Zolotykh,1954-02-05
217528,Inderjeet,Lalonde,1955-08-08
217534,Emran,Guting,1954-03-15
217549,Mitchel,Serna,1953-10-05
217558,Oldrich,Bugaenko,1955-08-12
217559,Taizo,Cappelli,1952-06-16
217561,Kiyotoshi,Ananiadou,1955-04-02
217564,Marie,Schnabel,1955-10-14
217565,Fai,Lorin,1953-03-09
217574,Roded,Gelosh,1952-09-14
217598,Piyawadee,Przulj,1955-04-27
217606,Khalid,Luit,1952-08-03
217624,Guadalupe,Rajaraman,1954-06-25
217642,Nectarios,Lieberherr,1953-04-09
217643,Guangming,Oxman,1954-10-14
217649,Lidong,Potthoff,1955-04-01
217653,Jackson,Awdeh,1952-05-24
217661,Chenxi,Janetzko,1952-06-05
217662,Marla,Parveen,1954-05-29
217687,Georg,Schwabacher,1954-11-14
217699,Khue,Vesna,1953-02-05
217714,Sajjad,Coors,1955-04-28
217734,Tayeb,Eldridge,1953-06-08
217746,Shih,Pelc,1952-05-22
217753,Maria,Birge,1955-12-28
217764,Ingmar,Massonet,1954-09-26
217768,Bikash,Merro,1952-11-10
217775,Becky,Pusterhofer,1954-10-22
217813,Seongbin,Linnainmaa,1955-03-02
217820,Beshir,Crabtree,1952-09-18
217824,Tomofumi,Ranai,1955-08-26
217844,Hideo,Munch,1952-02-17
217845,Deborah,Matheson,1952-10-09
217856,Toshimi,Gimarc,1955-06-25
217870,JoAnna,Simmel,1954-05-21
217873,Gro,Uchoa,1954-07-06
217876,Leah,Kossowski,1954-01-27
217879,Dmitry,Manders,1952-03-26
217888,Parke,Speer,1953-06-22
217928,Yishay,Showalter,1955-10-04
217939,Constantine,Masada,1955-04-04
217945,Shmuel,Georg,1953-03-19
217955,Marit,Cairo,1954-12-19
217961,Makato,Fortenbacher,1954-10-08
217963,Vojin,Badache,1955-05-05
217967,Candido,Merli,1952-11-22
217969,Irena,Hardjono,1953-02-06
217970,Frazer,Escriba,1952-11-29
217973,Geoffry,Underwood,1952-03-18
217977,Shahaf,Eldridge,1954-01-23
217986,Aiichiro,Auria,1954-12-18
217991,Kenton,Reinhard,1952-04-30
217998,Dipankar,Murthy,1953-11-16
218029,Vivian,Lortz,1954-05-03
218044,Maia,Veevers,1952-06-09
218048,Michaela,Kaiserswerth,1953-01-20
218051,Seongbin,Czap,1955-03-19
218061,Adas,Rusterholz,1955-09-12
218083,Ashish,Cannata,1954-10-01
218098,Shietung,Conia,1953-09-21
218119,Giri,Mahmud,1955-09-24
218128,Saeed,Bierbaum,1955-01-15
218138,Kazunori,Malabarba,1955-04-24
218158,Goh,Siksek,1955-06-02
218167,Diederik,Fargier,1952-12-20
218178,JiYoung,Brickell,1952-07-30
218183,Zsolt,Papastamatiou,1953-02-17
218189,Vishv,Rindone,1954-02-21
218192,Mandell,Paludetto,1955-05-01
218195,Niteen,Poujol,1952-06-18
218200,Martien,Szilard,1953-11-06
218201,Harjit,Ashish,1954-11-28
218210,Kinh,Nitto,1952-03-10
218212,Navin,Cheshire,1953-12-06
218214,Tonia,Montresor,1953-03-23
218215,Subhrajyoti,Pargaonkar,1955-10-21
218217,Wuxu,Bernick,1955-05-31
218228,Francesca,Auyong,1953-04-11
218254,Susanna,Eugenio,1954-10-08
218264,Kenton,Uludag,1954-05-26
218267,Dzung,Terekhov,1955-09-04
218272,Gay,Boreale,1953-05-05
218275,Mayuri,Furudate,1952-08-11
218276,Youjian,Ranze,1954-06-03
218280,Olivera,Gist,1955-03-20
218291,Martine,Kalloufi,1953-09-16
218303,Oscal,Thorensen,1953-12-31
218319,Kitty,Speer,1955-05-10
218358,Takushi,Picel,1954-10-11
218408,Alair,McClurg,1955-09-29
218414,Shay,Basagni,1955-08-11
218415,Arto,Farris,1952-09-05
218417,Moto,Aamodt,1952-02-03
218423,Arlette,Munro,1953-02-24
218432,Eran,Pettit,1954-07-07
218435,Sanjiv,Mayerwieser,1952-05-06
218439,Amstein,Jonsson,1955-11-11
218441,Yechezkel,Lundstrom,1953-10-07
218442,Hausi,Neiman,1955-05-14
218445,Duro,Schaar,1955-03-04
218459,Xiaoqiu,Casley,1952-03-11
218466,Bernt,Kadhim,1954-10-19
218475,Doowon,Ranst,1953-10-08
218477,Vishwani,Kornatzky,1952-10-27
218491,Kannan,Baez,1953-08-19
218494,Ronghao,Bultermann,1952-11-29
218497,Toshimo,Boyle,1953-02-01
218503,Urs,Berztiss,1954-02-11
218504,Adil,Shobatake,1953-03-22
218522,Ulises,Verhaegen,1955-10-14
218528,Heeju,Matzat,1955-12-05
218535,Yurij,Pleszkun,1955-07-25
218540,Nathalie,Trelles,1952-08-13
218560,Charmane,Ramamoorthy,1953-12-12
218562,Arvin,Furudate,1952-03-12
218565,Shunichi,Servi,1952-12-08
218574,Shiv,Sessa,1954-09-19
218580,Kwee,Speek,1952-12-09
218583,Ulises,Baumann,1952-03-31
218592,Shalesh,McDermid,1952-12-02
218593,Arunas,Lamba,1955-09-20
218595,Murthy,Brodal,1955-03-24
218598,Kristen,Mandell,1954-11-27
218608,Udi,McClurg,1955-08-17
218619,Theirry,Unni,1953-06-13
218629,Ingmar,Perry,1954-09-08
218631,Feixiong,Zhiwei,1953-04-28
218653,Abdulla,Siochi,1954-01-30
218655,Kiyotoshi,Lakshmanan,1953-03-05
218656,Valeska,Simmel,1953-05-01
218661,Haldon,Nitta,1955-08-05
218665,Ibibia,Schmiedel,1953-12-29
218674,Toshiko,Lipner,1953-02-19
218675,Yoshimitsu,Taubenfeld,1952-06-25
218676,Shichao,Kowalchuk,1954-05-15
218682,Elrique,Delgrande,1953-10-26
218685,Sarita,Yavatkar,1952-05-13
218691,Marsha,Simmen,1953-01-24
218693,Sanjiv,Pashtan,1953-02-18
218694,Giri,Honglei,1952-09-03
218713,Akeel,Glowinski,1952-07-04
218717,Ayonca,Werthner,1953-07-16
218722,Becky,Zirintsis,1952-02-05
218724,Sanjai,Panangaden,1953-07-15
218725,Genevieve,Hatcliff,1952-08-24
218731,Youjian,Diderrich,1952-11-24
218732,Odoardo,Suessmith,1952-06-26
218739,Dannz,Vadhan,1954-12-28
218755,Zengping,Usery,1954-11-15
218758,Mariangiola,Krichel,1954-06-01
218763,Tesuro,Danecki,1953-05-28
218766,Janalee,Ozery,1953-02-08
218768,Yurij,Gaughan,1953-07-16
218783,Keiichiro,Polupanov,1954-02-23
218796,Elzbieta,Thiria,1953-07-06
218812,Rildo,Seuren,1955-02-05
218828,Indrajit,Weiland,1952-08-12
218840,Insup,Bennis,1955-10-10
218842,Bedrich,Sinicrope,1955-09-03
218855,Elvia,Bratsberg,1955-10-10
218856,Haldon,Rattan,1953-12-17
218861,Leen,Georg,1955-11-07
218864,Anestis,Taubenfeld,1952-08-31
218877,Mahmut,Wendorf,1953-05-04
218878,Pranay,Fujisawa,1953-01-23
218879,Somnath,Irland,1954-04-23
218883,Yongqiao,Erie,1955-10-13
218885,Rosine,Gimarc,1954-06-13
218889,Geoffrey,Schaft,1952-02-22
218916,Iara,Cronan,1952-08-09
218924,Apostol,Hiraishi,1954-08-17
218927,Saddek,Jenevein,1953-08-17
218933,Kazunori,Heiserman,1954-09-26
218946,Pramod,Begiun,1954-01-21
218949,Arumugam,Milicic,1954-11-24
218952,Zeljko,Sommer,1954-03-01
218965,Jiakeng,Uludag,1955-03-27
218978,Babette,Danlos,1953-06-25
218983,Yannis,Tasistro,1954-03-18
218991,Falguni,Pusterhofer,1955-04-16
218998,Kristian,Hennebert,1953-07-22
219000,Dayanand,Yetim,1954-09-02
219007,Khun,Gide,1952-10-23
219008,Claudi,Staelin,1955-09-11
219010,Ymte,Cannard,1954-01-06
219017,Atilio,Cangellaris,1953-01-20
219026,Nathalie,Quittner,1953-04-24
219031,Padma,Luon,1955-03-31
219034,Danai,Doering,1955-06-13
219036,Toney,Keohane,1955-10-04
219046,Insup,Birsak,1952-02-04
219051,Percy,Luck,1954-03-26
219071,Inderjeet,Gips,1954-02-16
219080,Jamaludin,Pappas,1955-08-03
219082,Mary,Baalen,1954-03-29
219095,Ymte,Guting,1952-09-25
219102,Xiaoheng,Arlazarov,1952-10-21
219116,Jinxi,Sgarro,1955-06-28
219117,Shirish,Baalen,1952-11-07
219131,Yechiam,Raoux,1953-04-26
219138,Yoshimitsu,Barinka,1952-07-19
219141,Mari,Hofting,1955-06-10
219152,Kristen,Pouyioutas,1955-09-23
219170,Shugo,Granlund,1953-08-11
219185,Yuqun,Rosca,1955-01-22
219211,Nakhoon,Weedon,1952-12-01
219219,Maya,Gerlach,1955-11-06
219236,Jinya,Onuegbe,1955-03-27
219237,Alair,Driscoll,1952-10-30
219251,Gian,Braunschweig,1952-04-30
219265,Masanao,Koshino,1954-05-03
219267,Aloys,Tibblin,1955-10-13
219275,Weidon,Rando,1952-11-05
219295,Michaela,Knightly,1953-08-02
219306,Kaijung,Otillio,1955-12-14
219329,Holgard,Heiserman,1955-12-15
219347,Barton,Butterworth,1955-08-30
219370,Khedija,Nergos,1952-06-06
219383,Lijie,Biron,1953-07-29
219396,Miomir,Flanders,1954-10-18
219399,Dmitri,Perin,1955-07-27
219406,Aiichiro,Beerel,1954-02-04
219414,Nahum,Hegner,1954-03-26
219423,Aluzio,Lanzelotte,1954-01-11
219436,Berto,Zambonelli,1953-02-07
219438,Saeko,Awdeh,1952-05-24
219448,Boguslaw,Picco,1953-07-24
219459,Chriss,Granlund,1955-02-18
219462,Quingbo,Uludag,1952-11-29
219466,Hatem,Asmuth,1954-05-13
219478,Froduald,Malinowski,1952-09-25
219479,Freyja,Llado,1952-06-29
219488,Nalini,Luca,1954-12-27
219489,Tsutomu,Ramalingam,1952-05-16
219498,Randy,Qiwen,1954-10-26
219499,Jinya,Deville,1955-01-17
219509,Sanjay,Garnick,1954-12-23
219519,Kazunori,Mitzlaff,1952-12-07
219529,Takahira,Brender,1955-02-11
219544,Sungwon,Tzvieli,1953-01-15
219545,Fayez,Harbusch,1952-03-10
219548,Anestis,Naumovich,1953-05-01
219568,Shunichi,Osgood,1955-01-11
219573,Sampalli,Walstra,1954-08-07
219581,Akhilish,Mansanne,1954-03-19
219584,Parto,Oehlmann,1953-04-13
219589,Supot,Worfolk,1954-07-05
219597,Genevieve,Marciano,1952-03-31
219602,Niclas,Schmiedel,1953-01-13
219603,Florian,Gomatam,1952-04-25
219604,Mari,Borstler,1953-11-27
219609,Karlis,Sanella,1955-12-14
219621,Constantino,Brookman,1954-12-05
219622,Werner,Swist,1954-06-11
219629,Rosella,Kolinko,1952-12-25
219646,Huai,Reghbati,1952-12-31
219650,Gennady,Willoner,1954-08-13
219654,Shir,Puppo,1953-06-01
219661,Jayson,Cronin,1954-11-13
219674,Martina,Snedden,1952-12-09
219678,Yechiam,Kalloufi,1954-02-10
219716,Shuji,Linares,1955-05-06
219739,Xiaobin,Shinomoto,1953-09-14
219742,Jahangir,Orsini,1955-01-28
219746,Gennady,Hegner,1952-06-25
219757,Gita,Emmerich,1953-01-14
219761,Moss,Lupu,1952-10-15
219767,Cedric,Haraldson,1955-04-16
219775,Sachio,Ranze,1952-09-28
219778,Chuanti,Ishibashi,1952-05-15
219794,Collette,Rodiger,1952-04-17
219809,Kauko,Mansanne,1955-07-03
219823,Ewing,Debuse,1952-12-22
219824,Marko,Taubman,1955-01-21
219825,Shen,Gladwell,1953-09-20
219827,Hairong,Range,1954-04-18
219829,Shaz,Kuszyk,1954-12-13
219831,Marsal,Rijckaert,1952-09-20
219839,Sugwoo,Swiler,1952-03-30
219850,Yishai,Syrzycki,1952-10-04
219860,Taisook,Quaggetto,1953-12-22
219870,Leif,Kushner,1953-04-20
219877,Amalendu,Penn,1954-05-09
219898,Tonny,Felcyn,1955-02-06
219907,Huan,Tyugu,1954-05-29
219908,Baziley,Jeansoulin,1952-07-15
219959,Tzu,Dymetman,1955-09-03
219962,Goncalo,Gill,1953-07-18
219973,Carrsten,Eickenmeyer,1955-12-07
219977,Honglan,Escriba,1952-07-06
219978,Janche,Attimonelli,1953-09-30
219985,Luisa,Ranka,1952-04-04
219994,Akemi,Broomell,1955-10-28
220004,Erzsebet,Karnin,1953-05-16
220007,Maren,Molenkamp,1955-09-08
220009,Billie,Kakkad,1954-04-30
220019,Rafael,Lamba,1954-09-15
220051,JoAnne,Matheson,1952-05-29
220060,Neelam,Slaats,1952-02-03
220064,Mark,Ramras,1954-05-14
220082,Paraskevi,Kaminger,1952-12-12
220112,Masasuke,Castellani,1955-02-14
220119,Kauko,Basagni,1952-08-13
220121,Mari,Cochrane,1953-11-05
220143,Fei,Mungall,1955-04-22
220170,Aamer,McFarlan,1952-03-19
220184,Mahendra,Emiris,1955-07-26
220195,Berhard,Brickell,1953-10-13
220202,Mats,Menhardt,1955-12-17
220203,Shigenori,Schueller,1952-04-26
220208,Karlis,Sgarro,1952-12-28
220210,Siamak,Mersereau,1954-02-02
220211,Hironoby,Reinhart,1954-04-29
220216,Quingbo,Wendorf,1954-06-28
220222,Chikara,Verhoeff,1955-02-02
220224,Tua,Zykh,1953-06-27
220234,Nobuyoshi,Viele,1954-07-14
220237,Nalini,Renear,1954-10-17
220238,Luise,Stille,1954-06-02
220258,Sajjad,Erez,1955-07-01
220271,Hideo,Motley,1953-02-20
220276,Subhada,Kuzuoka,1955-12-21
220280,Marsal,Jervis,1953-04-21
220312,Kristina,Karner,1952-12-25
220316,Sanjoy,Backhouse,1955-02-14
220320,Chiranjit,Gaughan,1955-04-13
220323,Tomoyuki,Hainaut,1953-04-29
220331,Danai,Middleton,1954-10-22
220334,Sakthirel,Cappello,1954-11-23
220343,Siamak,Msuda,1952-06-01
220352,Christoper,Magliocco,1955-04-28
220358,Geraldo,Magliocco,1955-04-28
220359,Charmane,Peltason,1954-05-08
220369,Sedat,Poupard,1954-09-07
220374,Yurij,Ohori,1952-08-15
220412,Odinaldo,Hutter,1955-05-19
220413,Jordanka,Akazan,1952-06-23
220417,Lidong,Marrakchi,1954-10-21
220419,Adhemar,Seuren,1953-06-16
220425,Golgen,Mitchem,1954-03-05
220428,Ult,Ranft,1953-07-04
220431,Tomokazu,Dusink,1953-05-22
220434,Moss,Linnainmaa,1954-03-29
220439,Rosella,Schurmann,1954-05-11
220442,Shuzo,Improta,1952-05-21
220488,Arvind,Weisert,1955-04-19
220512,Gretta,Basagni,1952-09-28
220526,Aram,Shiratori,1952-07-22
220549,Gal,Cusworth,1954-12-10
220555,Poornachandra,Luby,1953-12-27
220568,Xuejia,Talmon,1953-10-13
220590,Zita,Luit,1952-08-16
220617,Turgut,Millington,1955-11-19
220619,Gor,Jahnichen,1955-09-05
220622,Tsuneo,Bernardinello,1953-04-02
220624,Lakshmi,Marakhovsky,1954-06-06
220641,Taegyun,Ozery,1954-12-02
220642,Cathie,Srimani,1952-02-24
220650,Dines,Katzenelson,1955-02-12
220657,Krisda,Sinitsyn,1955-05-24
220667,Turgut,Lyonns,1952-08-07
220671,Ult,Birta,1954-06-19
220672,Genta,Caine,1953-11-07
220674,Irene,Bruckman,1954-04-19
220692,Monique,Remmele,1952-12-02
220702,Steen,Crabtree,1952-08-01
220718,KayLiang,Polajnar,1953-04-05
220728,Sashi,Halevi,1952-06-30
220729,Shimshon,Kamber,1953-09-27
220756,Krister,Billingsley,1953-08-25
220762,Pramod,Schreiter,1952-06-06
220763,Chandrasekaran,Sherertz,1953-02-27
220765,Ekawit,Merel,1954-03-19
220770,Jayson,Eiron,1954-06-29
220772,Ingmar,Ranka,1952-07-19
220785,Sugwoo,Redmiles,1952-09-20
220795,Cedric,Holburn,1955-03-06
220804,Aral,Uludag,1952-03-20
220834,Leandro,Fujisaki,1954-08-15
220850,KayLiang,Lipner,1955-11-25
220868,Christoph,Lovengreen,1954-04-07
220872,Soenke,Berztiss,1952-12-14
220877,Baruch,Christ,1952-10-14
220881,Subbu,Wissmann,1955-02-13
220888,Sadok,Szilard,1955-11-26
220896,Berna,Lalonde,1955-08-15
220897,Kwangjo,Serot,1955-06-23
220901,Stevo,Zumaque,1954-12-18
220903,Marlo,Domenig,1954-06-02
220904,Kwee,Boudaillier,1953-07-30
220918,Kankanahalli,Melski,1954-04-05
220925,Muneo,Piancastelli,1955-02-25
220926,Xiahua,Brobst,1955-07-10
220932,Hinrich,Bisiani,1955-10-26
220934,Jiafu,Rattan,1953-03-22
220955,Houman,Nicolson,1953-11-30
220956,Dannz,Beerel,1953-11-05
220981,Jinpo,Denti,1955-02-19
220998,Eckart,Bael,1954-08-02
221004,Gro,Curless,1953-09-09
221008,Shrikanth,Ramalingam,1952-03-02
221014,Arunachalam,Baca,1954-06-14
221027,Yongdong,Hofstetter,1953-05-02
221035,Troy,Facello,1953-07-21
221040,Susanta,Socorro,1954-06-11
221047,Arch,Basawa,1954-10-26
221052,Claudi,Godskesen,1954-09-30
221060,Zhonghui,Zobel,1954-04-23
221065,Ulises,Remmers,1953-06-05
221075,Sajjad,Makrucki,1954-05-25
221076,Richard,Prenel,1953-04-16
221080,Tesuya,Rosaz,1955-06-17
221085,Chaosheng,Ramaiah,1955-11-10
221086,Baziley,Motley,1952-09-05
221088,Danae,Kawashima,1953-10-26
221109,Arch,Pardalos,1955-05-22
221118,Nimmagadda,Klyachko,1955-07-02
221127,Ziva,Morrin,1955-12-06
221130,Tomofumi,Kornatzky,1953-04-16
221139,Harngdar,Pietracaprina,1955-08-17
221142,Marin,Kambil,1955-12-12
221161,Panayotis,Perng,1955-12-23
221166,Jaana,Isaac,1952-11-27
221167,Yishay,Meszaros,1954-06-14
221172,DAIDA,Bugaenko,1955-08-04
221188,Masaki,Jansen,1953-07-26
221199,Sandeepan,Danlos,1952-06-15
221207,Jinxi,Bierman,1954-03-29
221221,Billur,Sewelson,1952-07-26
221230,Yaghout,Curless,1953-08-16
221235,Shen,Gimarc,1955-06-27
221240,Vitali,Plump,1953-05-10
221262,Chenxi,Alpay,1954-07-10
221272,Duangkaew,Makinen,1954-10-29
221274,Mingdong,Gargeya,1954-03-26
221276,Alassane,Weedman,1953-05-30
221286,Marl,Matzen,1953-05-11
221287,Chandrasekaran,Orsini,1953-03-24
221288,Lalit,Bridgland,1952-04-16
221297,Thanasis,Unno,1952-10-07
221302,Tomokazu,Lieblein,1954-02-14
221308,Shounak,Kroft,1955-07-08
221324,Elgin,Trumbly,1953-02-14
221337,Ramachenga,Jiang,1953-09-12
221351,Odoardo,Chepyzhov,1952-11-24
221354,Van,Schaar,1953-03-21
221356,Pradeep,Hagimont,1952-02-03
221361,Aron,Krichel,1955-07-24
221380,Chiranjit,Schneeberger,1954-11-01
221385,Nalini,Randi,1952-11-03
221388,Gao,Lund,1955-11-10
221396,Leandro,Caine,1952-05-23
221398,Hiroyasu,Cochrane,1954-09-22
221404,Constantino,Butner,1952-05-28
221417,Bezalel,Kisuki,1955-02-17
221427,Bouchung,Picht,1953-07-31
